UniqueID,Keyword
9L91THZ8UT_U640GJ3AUG1KOIG,adoptions|adoption|adoptees|adopt|denmark|danish|orphanages|copenhagen|emigration|korea|møller|orphans|appeals|fraud|families
9NPH8Z20DN_POATSPVA649FITQ,fritzl|josef|imprisonment|sentenced|austrian|austria|detention|psychiatric|prison|amstetten|homicide|raped|probation|crime|rape
9QL5WVTC9Y_RO8HHX2MOXMSE0F,unconstitutionally|felons|judicial|judge|appeals|felonies|judges|appellate|convicted|crimes|courts|punishment|crime|justice|larceny
9SOZ6NCSSH_5VL5VL852HUE7UU,ukraine|ukrainians|ukrainian|washington|munitions|kyiv|soldiers|allies|moscow|biden|nato|russia|ammunition|army|military
9W11CYMO7W_YDMFCSJFTIXNZ3O,jenna|literature|young|writer|reads|ortega|writing|teen|writers|texts|author|girl|teenage|seduction|written
A2QCNAJJ13_DZ7855G5E7DELPA,nato|baltic|nordic|sweden|alliances|allies|finland|stockholm|alliance|swedes|ukraine|swedish|russia|russian|finns
A851I8PJWI_MN07AI4DIEVA4NZ,milan|airline|lufthansa|carriers|takeover|shares|alitalia|carrier|euro|euros|flights|ita|airways|italian|investment
AFJTJYEYTE_OWQRRF4ADYMY8RB,japan|nippon|hiroshima|korea|pacific|merger|kishida|asia|biden|china|cooperation|steel|kirby|states|nations
AGPGWM4CRK_AASRH69XB692VN5,surnames|surname|rica|paternal|costa|discrimination|constitution|patriarchal|law|jose|maternal|discriminates|judge|court|spanish
ALBE48KOCB_TUVDKBF4U40N2L4,pakistanis|terrorists|pakistani|pakistan|islamabad|assassination|terrorism|assassinations|gunmen|militants|kashmir|shahid|accused|killings|militant
AWNNHWA524_841Y5DGTJZKIKI3,sanctions|hamas|yemen|yemeni|gaza|israel|terrorism|terrorist|houthis|houthi|al|mohamed|gulf|rebels|militant
B97I2M630N_100S1SV4CH75BYH,marlboro|baltimore|stabbing|maryland|stabbed|md|assault|arrested|murder|victims|suspect|struck|injuries|violence|stallings
B9U1KY3G47_B8HFTZ0G3ZA5P3O,roof|snow|photo|manhattan|floodwaters|york|apnews|washington|california|images|gallery|north|instagram|ap_images|lands
BHYSIMUV85_H8F40L0336GT4B3,cartel|cartels|mexico|weaponry|weapons|guns|mexican|firearms|seized|rifles|firearm|gun|grenades|grenade|smuggled
BJ1RVB2EJL_XZCNKDZFQS7Z2KT,plagiarism|støre|stavanger|borch|attribution|student|oslo|norwegian|acquitted|academic|misdemeanors|thesis|author|spelling|studies
BJIWTCCJ40_LWD99VAACSGINM5,detained|zimbabwean|accused|sikhala|sentencing|arrests|harare|alleged|convicted|zimbabwe|arrested|detention|prison|magistrate|ali
BOHZLIYSUL_RQ6WVSDRUTXU53K,sanctions|hezbollah|hamas|israel|syria|gaza|baghdad|lebanon|iran|bombing|beirut|iraqi|iraq|palestinian|palestinians
BS5ZP10X9B_D389VM38Z3INF6F,myanmar|kyi|auction|bangkok|ki|khin|yangon|suu|kyats|aung|ownership|acre|court|property|family
C0C7S1KCOU_QFEJ1HGK6NC2GUB,troconis|jennifer|accused|disappearance|murder|prosecutors|prosecution|dulos|vanished|defendant|arrest|crime|custody|killed|daughter
C362Z18GSJ_27YP5DB179D611Z,protests|campaigning|protest|paris|farmers|protesters|farmer|emmanuel|rally|brussels|agricultural|french|crisis|roads|elections
C5RAFASW1S_N9FJSRQVZ3UD4AA,hairstyle|hairstyles|hair|barbers|superintendent|anahuac|braids|enforce|texas|judge|districts|prohibits|campus|discrimination|district
C7U7Q5WIQ4_PV6YXRMOZRZR1D0,honduras|guatemala|guatemalan|mexico|migrants|caravan|immigration|caravans|nicaragua|smuggling|migration|salvador|border|walking|transit
C9Z59SKWV6_K39MUK293OEWAP3,bennington|indicted|bomb|accused|convicted|tyler|burlington|arrest|detained|detonate|hayes|prison|misdemeanors|felony|conviction
CBCX8YEU1C_ZN9YGG59WBCATY2,uss|beijing|taiwan|naval|china|shanghai|chinese|warship|qian|interfering|strait|navy|enforce|ships|collusion
CI727MM1MK_2J7L392M2OYBXQY,dealerships|epa|automakers|emissions|dealers|ev|dealer|detroit|pollution|vehicles|vehicle|biden|policy|cars|evs
CUQKENU5VD_3DYIQ4V2KASJIRN,lankan|lanka|safeguards|harassing|restrict|colombo|security|freedom|harassment|rights|authorities|protests|safety|watchdog|oppressive
CYLSRK9JXF_EO2TE3VA4WVABJM,detained|li|detainees|immigrant|espionage|imprisonment|imprisoned|jailed|hostage|diplomatic|hostages|taliban|prison|prisoner|foreign
D6QPS0FULT_84Q7EK163TQ239L,coca|colombia|narco|cocaine|bogota|trafficking|submarines|submarine|drug|smuggle|traffickers|ecuador|mexican|guerrillas|navy
DFTQE1OGS7_1ZTRCPBUB99Q8FF,decriminalizing|decriminalization|recriminalize|legalization|fentanyl|drugs|drug|cannabis|heroin|criminalization|opioid|salem|illicit|enforcement|prescriptions
DRXYK96382_1KGTZ0JSDUN0R7E,whales|offshore|whale|wind|coast|oceanic|atlantic|acoustic|ocean|monitoring|noaa|fishing|habitat|noise|ships
DSAGC0MJFU_5KV725289WVCVRA,hamas|palestinians|palestinian|gaza|genocide|holocaust|israeli|israel|hague|humanitarian|tribunals|wartime|court|justice|conflict
DUTNYFNFKY_QOEREPFR3JV79YC,gaza|hamas|palestinian|israel|palestinians|israeli|knesset|israelis|netanyahu|yemen|bombed|jerusalem|lebanon|militants|syria
DX8J4SDM96_XAL479NNE4K9OJT,menendez|indictment|prosecutors|prosecution|accused|jury|judge|bribery|bribes|judicial|senator|charges|senate|guilty|evidence
DY1Z2H6DZX_1GQ25E4CMZC9KA0,islanders|canadiens|montreal|assists|penalties|penalty|quebec|pierre|goals|record|12|york|seven|averaging|skid
E030K9MOZA_CQU5NBA7J981PZD,lawsuit|alleged|pedophile|geilenfeld|accused|sued|haiti|orphanage|abused|allegations|lawyer|michael|detention|indictment|accusations
E0M9T86VMJ_KXEL82FZJ8A9P03,townsville|cyclone|brisbane|queensland|queenslanders|rockhampton|mackay|flooding|weather|storm|forecast|winds|island|tropical|rainfall
E23XBT4OMS_7YEUVQZ7V1BFYHI,gaza|palestinians|palestinian|hamas|israeli|palestine|israel|bombed|hezbollah|militants|netanyahu|casualties|lebanon|jerusalem|syria
E9JOC5RQ2J_S73JA09MCR8PGHO,nato|sweden|nordic|hungarian|stockholm|finland|orbán|swedish|hungary|ankara|alliance|allies|turkish|viktor|budapest
EITAWIK8PU_2AIEBUIRICMB6K8,evers|abortions|veto|bipartisan|wis|wisconsin|abortion|democrats|wisconsinites|unconstitutional|vetoed|legislature|state|republicans|announcing
ET5YOBL3ZZ_9QBEAGN2KZ4T6MM,milan|italian|carmaker|italy|fiat|peugeot|stellantis|venice|meloni|giorgia|abruzzo|cars|industry|fiatchrysler|industrial
F54KQDCEQG_XQLR0K8AB8SO4RO,cyprus|cypriot|nicosia|island|vessel|migrants|lebanon|lebanese|boat|migrant|rescued|syrians|rescuing|hospitalized|syrian
FDA5JVER7R_63HPQL4KQTWH3AG,haiti|haitian|haitians|nuns|archdiocese|kidnapped|kidnappings|kidnapping|pope|prince|apostolic|church|francis|denounced|religious
FDUJNC3APB_ZBIAECABS527ZQW,nato|hungarian|orbán|hungary|fidesz|budapest|viktor|ankara|sweden|alliance|ratification|turkey|stockholm|allies|democratic
FFYKK1VHXR_JIKKFWYMII1UYS0,gaza|palestinians|hamas|palestinian|israeli|israel|jerusalem|holocaust|genocide|hebrew|humanitarian|netanyahu|wartime|ruling|war
FSYYC70Y45_CD4NLV033SH31R9,somaliland|somalia|ethiopia|mogadishu|kenya|coastline|africa|ethiopian|eritrea|sovereignty|nile|territorial|ababa|egypt|gulf
G02O0ZEAMM_A28WXIO79J0TYNT,congressional|congress|bipartisan|biden|representatives|lawmakers|yemen|hamas|war|washington|senators|presidential|military|rebels|israel
G413LBDMVM_43NEADKPXGQYKNP,pbs|mariupol|documentary|oscar|ap|awards|journalists|filmmaker|journalism|journalist|award|york|1942|broadcast|ukrainian
G694YD2G58_39XUICJTU4WLHLW,surname|surnames|rican|jose|josé|costa|ricans|rica|carlos|suárez|ortiz|jiménez|father|named|barquero
GDW6T2RDMC_57U3QAIBDOMPH8P,clock|doomsday|apocalypse|catastrophe|midnight|humanity|seconds|disasters|nuclear|scientists|minutes|bulletin|ending|climate|threat
GJXHVQ2CRF_FDSFYB77QHYKX4N,medicaid|eligibility|enrolled|dakota|gop|poverty|eligible|republican|qualify|enroll|lawmakers|dakotans|senate|income|amendment
GQOZYS2W3R_2HKW7856U9O1NBR,peshawar|reopen|torkham|pakistan|afghanistan|crossing|taliban|reopened|resumed|closed|deadline|border|truck|fence|sarhadi
H63WAI5AS1_3BKR22RCFCVBH8C,facebook|teens|banning|parental|cyberbullying|kids|apps|dopamine|bullying|social|children|minors|ban|addictive|age
HR3RUZWZVF_3M3XTDOUWCGJRWU,sanctions|ransomware|ransom|australians|sanction|sydney|australian|australia|compromised|cyber|malicious|criminals|ermakov|extortionist|sanctioned
I2C6NI36TA_GGQECQBWD2RJIXJ,pa|harrisburg|pennsylvania|candidates|candidate|prosecutor|candidacy|prosecutors|democrats|republican|delaware|philadelphia|voter|ballot|deputy
I2S00QW92W_AOO61GGSPK4EZHG,indictment|indicted|geilenfeld|detention|subpoenaed|arrested|accused|prosecutors|defendants|orphanage|imprisonment|prison|custody|grand|charges
I4AWKD2DPP_BN40N14XCP12QT1,atolls|islands|tuvalu|nauru|island|pacific|taiwan|zealand|taipei|hawaii|australia|coral|sydney|canberra|ocean
IBM5SD26BR_7NAIYUDP26M1AX8,fuels|emissions|geopolitical|environmentalists|biden|pollution|warming|environmental|fuel|oil|coal|petroleum|politics|climate|gas
IC89BIIVTX_UQHKMK1KL0FJ6KF,accused|testified|judge|defamation|assaulted|lawsuit|court|carroll|juries|verdict|courtroom|appeals|jury|suing|testifying
IJDXPHBPY4_XI7LG320TWHG2WZ,beijing|detained|spying|stones|china|espionage|wang|alleged|chinese|convicted|foreign|sentenced|prison|conviction|foreigners
ILSLEBRO6G_LIUNUVUYN0W1062,bosnia|bosnian|balkans|herzegovina|balkan|sarajevo|serb|croatian|accession|croatia|eu|netherlands|secession|dutch|reforms
IOOHB73GC4_9UFM4KNHFG9VMX8,miske|prosecutors|prosecutor|accused|honolulu|attorney|defendant|indictment|hawaii|attorneys|arrested|kennedy|courtroom|jr|kamaʻaina
JCO9MSOGG4_ZHCL1KKZXEBAOSN,fema|fires|wildfire|federal|lawsuits|blaze|insurance|claimants|disasters|lawmakers|claims|forest|disaster|agency|filed
JG69E5HBFG_A91Y85QKAW8VJT3,arson|murder|criminal|criminality|johannesburg|deadly|strangled|killed|killing|arrested|africa|death|african|kill|testifying
JQM59TDJN0_I9Q855UVDA9FHQG,ga|georgia|savannah|swamp|permits|pines|mining|swamps|wildlife|southeastern|titanium|atlanta|permit|minerals|mississippi
JVHJ68R7FD_9BTQKMF70CUJECT,maine|mainers|abortion|abortions|roe|amendment|constitution|ballot|constitutional|constitutions|amending|repealed|fetus|amended|augusta
KBIF88Q7Q9_FLQTONTYB19GUH7,executions|unconscious|hypoxia|breathing|executed|nitrogen|lethal|breaths|execution|gasping|murder|euthanasia|convulsed|death|oxygen
KCJSULLRAL_FMYGX0OBZW52TMT,memphis|boiling|boil|tennessee|water|nashville|plumbing|rainstorm|pipes|storms|rain|temperatures|cold|ice|hypothermia
L16B55MWPL_RBXUZCWOSB2WSU7,snow|hokkaido|snowplows|tokyo|nippon|japan|weather|cold|meteorological|expressway|prefecture|road|trucks|tohoku|traffic
L1WW0KO48Y_SVJTH5X5H5LGRF6,haiti|haitien|haitian|joazard|dominican|killed|gangs|killing|shooting|gunned|police|claude|dajabon|blamed|consul
LGE75I6WTI_1P9MSI6M3TTD0RI,firefighters|ulaanbaatar|explosions|mongolia|fireball|evacuated|flames|burning|burns|emergency|mongolian|extinguish|crash|blaze|cars
LJL17441SX_ZP5FKBLXY9U7EYO,plagiarizing|plagiarism|allegations|citation|harvard|misconduct|accusations|accused|scholarly|academic|paraphrasing|authors|investigation|evidence|sources
LQ8IO0ZQS6_8WMX4ADZG6WFA7R,pence|presidential|nominee|vp|candidates|candidate|vice|trump|nomination|donald|campaigned|biden|impeachments|election|sanders
LSE3JJQYOQ_3E868B997X43X25,nato|nordic|sweden|finland|ankara|turkish|turkey|ratified|ratification|swedish|stockholm|hungarian|kurdish|alliance|hungary
M152R5QQ3V_WV7LNN02ET4IXOH,perry|students|schools|iowa|school|cafeteria|elementary|campus|moines|grader|gunshot|teachers|shooting|classes|shooter
M5SO4HGVUR_PQK6JH0MQ7B3Q2P,italian|charity|consumer|milan|italy|consumers|products|donations|product|label|fines|fraud|branded|sales|proceeds
MCCUWISOF2_92R6WXQP6LXV36L,mali|rebels|peacekeeping|malian|hostilities|rebel|peace|algeria|rebellion|insurgency|conflict|reconciliation|war|tuareg|hostility
MELGEXIDFC_UKLWTD2HB03C471,chicopee|sentencing|superintendent|prosecutors|guilty|judge|falsely|threatening|pleaded|charges|enforcement|court|district|clark|chief
MKO2YEFD6F_3L4AT8EBK6L8TLL,medicaid|prescriptions|insurance|diabetes|medications|obesity|pharmacy|glp|surcharge|raleigh|cost|plan|weight|drugs|expense
MQO369A7RA_F96YZAH89HEO92M,pyongyang|korea|seoul|missile|korean|jong|nknews|arch|kim|monument|missiles|peninsula|nukes|destruction|reunification
MULVI2LGOS_5XJ07U4AE2B0C1D,nepalis|russians|nepal|nepali|kathmandu|russian|ukraine|russia|vladimir|moscow|putin|soldiers|recruitment|cremated|citizenship
MXA4VOZGNO_J8O6J1TNARX7O06,migrants|morocco|spain|unaccompanied|madrid|saharan|illegally|africa|african|migration|mediterranean|spanish|european|ceuta|children
N8Z6P6U9RB_D2KH1N0C7VN68KE,lanka|censorship|regulation|colombo|internet|web|yahoo|ruling|allow|debate|providers|parliament|dissent|freedoms|undermine
NBISDKW627_ZBVSJI7WKAIQ7IR,swiss|banking|banks|finma|bank|switzerland|megamerger|financial|suisse|geneva|takeover|francs|regulatory|lending|systemically
NTAGTN4DSX_II2EGOB3550X0D3,murder|convicted|shooting|innocent|shot|killer|aiden|guilty|verdict|marcus|verdicts|gun|jurors|violence|kill
NUR523Z9YM_CDG2O9P0O1QV6QI,migrants|migrant|guatemala|salvadoran|oaxaca|immigration|salvador|mexico|deportations|tapachula|venezuela|mexican|veracruz|border|caravan
O0UDABZ5DH_4MUBCB32W618OGH,vermont|johnsbury|shooting|gunshot|autopsy|vt|st|williamstown|gun|portland|surveillance|bullet|public|safety|deceased
O5JWVJG30I_LYOAYPYKLUZMHE0,palestinians|palestinian|hamas|netanyahu|israel|israeli|gaza|nations|postwar|lebanon|hezbollah|gazasays|syria|diplomacy|humanitarian
O61HLNIPAJ_4F6DIV04FARV6A3,resendez|remains|disappearance|westfield|coroner|jellison|vanished|disappeared|baumeister|hollow|dumped|acre|killed|bones|recovered
O6XFKE5CA6_DI9LDI0I2RF8X6Z,fiscal|budget|spending|funding|fund|funds|delaware|dover|pension|grants|reserve|governor|revenues|finance|gov
O9PY8DESDC_WDNTJBDDXKL45DA,antisemitism|antisemitic|musk|jewish|jews|holocaust|auschwitz|nazi|nazis|poland|krakow|hatred|polish|hating|warsaw
OHGJVNVXRX_RY2E6B8V3PX8CB0,abortion|abortions|injunction|lawsuit|judgment|plaintiffs|judge|pregnancy|unconstitutional|court|pregnancies|prosecution|justice|ruling|pregnant
OVWZZ9XOQJ_B29ZBV2WOEW5S7S,lanka|colombo|regulation|sri|legislation|government|rajapaksa|freedom|concerns|island|internet|rights|political|governing|law
OW1741C2WI_P0OW9UMTBAD99CM,inmate|dorsey|inmates|missouri|correctional|clemency|prison|parole|mo|kansas|convicted|governor|punishment|parson|murder
OWUDB9E3C3_SOTE60QYD6MVAJM,firearms|gun|guns|shooting|czech|prague|ammunition|shooter|weapon|pavel|weapons|amendment|legislation|ruling|22
OXLMTFUHXW_7OKNVCT4FKKTD6Z,netherlands|hague|dutch|sanctions|suspects|investigation|eu|investigators|investigations|russia|detained|prosecutors|eurojust|latvia|european
OYF44FTG8Q_J7V2TWYF1AH71XX,antitrust|openai|firms|amazon|microsoft|agreements|ai|companies|chatbots|cloud|marketplace|providers|mergers|partnerships|acquisitions
OZXBIDQP0W_52GF3J24UKT9U8O,immigration|deportation|immigrant|uc|campuses|regents|immigrants|student|ucla|students|university|prosecution|san|delaying|prohibiting
P0LJXLXLAL_OX0L8XSCOR2PQ62,convicted|patterson|assault|sentenced|veteran|judge|plea|charges|reprimand|court|traumatic|reassigned|guard|injury|guilty
P1UTE8CL77_59H90QKSOD969KY,mississippi|abortion|abortions|constitutional|congressional|enacted|ballot|ruling|lawmakers|statehouse|democratic|statewide|overturned|roe|legislative
P2PNFJ744E_5LRK0FFX5YNYMHR,flooding|wilmington|flood|evacuate|illinois|evacuated|evacuation|river|ice|chicago|emergency|shelter|kankakee|evacuating|downtown
PA5838TJC8_QWM4U4YOZW5IHIF,coward|burt|truck|boorman|deliverance|toothless|herbert|reynolds|squirrel|beatty|highway|mountain|pickup|movie|crash
PCWX720JZG_R247T55P1PVKEPX,antisemitism|hatred|antisemitic|holocaust|georgia|jews|hate|jewish|palestinians|racism|israeli|dissent|criminalize|georgians|discrimination
PFVLB8KFRK_ASQSFVN1BK0B3D0,prosecutors|accused|convicted|judge|attorney|attorneys|conviction|sentenced|court|trial|justice|snoop|jury|guilty|plea
PJH7C9KDWT_CWE91RZY0531ARK,albuquerque|dismissals|misdemeanor|warrants|officers|dismissed|prosecutorial|enforcement|judicial|police|investigation|attorney|fbi|department|court
PNH810E72M_Y83PIBUAMAUJMFB,biden|bipartisan|immigration|border|compromise|senate|congressional|senators|congress|negotiating|democrats|presidential|impeachment|impeaching|putin
PPSG48GHQE_92EA64V4EZ55F7D,cyprus|cypriot|cypriots|turkey|nicosia|greece|turkish|citizens|citizenship|sovereignty|island|republic|envoy|ethnic|independence
PTQAE0BR5J_SVQJO3RE53FM9YR,lebanese|beirut|lebanon|syria|gadhafi|libya|tripoli|kidnapped|libyan|cleric|disappearance|al|moussa|moammar|refugee
